league,season,team,player,nation,pos,age,born,90s,standard_gls,standard_sh,standard_sot,standard_sot%,standard_sh/90,standard_sot/90,standard_g/sh,standard_g/sot,standard_pk,standard_pkatt
FRA-Ligue 1,2526,PSG,Désiré Doué,FRA,"FW,MF",20,2005,15.0,7,55,19,34.5,3.67,1.27,0.13,0.37,0,1
FRA-Ligue 1,2526,PSG,Fabián Ruiz Peña,ESP,MF,29,1996,12.6,1,19,4,21.1,1.51,0.32,0.05,0.25,0,0
FRA-Ligue 1,2526,PSG,Gonçalo Ramos,POR,FW,24,2001,14.6,6,58,25,43.1,3.96,1.71,0.09,0.2,1,2
FRA-Ligue 1,2526,PSG,Ibrahim Mbaye,SEN,"FW,MF",17,2008,11.2,3,24,10,41.7,2.15,0.89,0.13,0.3,0,0
FRA-Ligue 1,2526,PSG,Illia Zabarnyi,UKR,DF,22,2002,26.5,1,4,3,75.0,0.15,0.11,0.25,0.33,0,0
FRA-Ligue 1,2526,PSG,João Neves,POR,MF,20,2004,14.3,5,27,6,22.2,1.89,0.42,0.19,0.83,0,0
FRA-Ligue 1,2526,PSG,Khvicha Kvaratskhelia,GEO,FW,24,2001,16.4,8,65,29,44.6,3.96,1.76,0.11,0.24,1,1
FRA-Ligue 1,2526,PSG,Lee Kang-in,KOR,"MF,FW",24,2001,16.9,3,37,15,40.5,2.19,0.89,0.08,0.2,0,0
FRA-Ligue 1,2526,PSG,Lucas Beraldo,BRA,"DF,MF",21,2003,17.4,2,14,4,28.6,0.8,0.23,0.14,0.5,0,0
FRA-Ligue 1,2526,PSG,Lucas Chevalier,FRA,GK,23,2001,17.0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2526,PSG,Lucas Hernández,FRA,DF,29,1996,19.4,0,11,3,27.3,0.57,0.15,0.0,0.0,0,0
FRA-Ligue 1,2526,PSG,Marquinhos,BRA,DF,31,1994,11.7,0,3,0,0.0,0.26,0.0,0.0,,0,0
FRA-Ligue 1,2526,PSG,Mathis Jangeal,FRA,FW,17,2008,0.1,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2526,PSG,Matvei Safonov,RUS,GK,26,1999,15.0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2526,PSG,Noah Nsoki,FRA,MF,18,2007,0.1,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2526,PSG,Nuno Mendes,POR,DF,23,2002,14.0,4,30,15,50.0,2.15,1.07,0.1,0.2,1,1
FRA-Ligue 1,2526,PSG,Ousmane Dembélé,FRA,FW,28,1997,11.8,10,45,18,40.0,3.81,1.52,0.18,0.44,2,3
FRA-Ligue 1,2526,PSG,Pierre Mounguengue,FRA,FW,17,2008,0.2,0,2,1,50.0,11.25,5.63,0.0,0.0,0,0
FRA-Ligue 1,2526,PSG,Quentin Ndjantou Mbitcha,FRA,MF,18,2007,4.0,1,9,3,33.3,2.25,0.75,0.11,0.33,0,0
FRA-Ligue 1,2526,PSG,Renato Marin,ITA,GK,19,2006,2.0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2526,PSG,Senny Mayulu,FRA,"MF,FW",19,2006,18.6,4,35,11,31.4,1.88,0.59,0.11,0.36,0,0
FRA-Ligue 1,2526,PSG,Vitinha,POR,MF,25,2000,23.5,1,34,10,29.4,1.44,0.42,0.03,0.1,0,0
FRA-Ligue 1,2526,PSG,Warren Zaïre-Emery,FRA,"DF,MF",19,2006,27.2,3,19,7,36.8,0.7,0.26,0.16,0.43,0,0
FRA-Ligue 1,2526,PSG,Willian Pacho,ECU,DF,23,2001,21.3,0,8,1,12.5,0.38,0.05,0.0,0.0,0,0
FRA-Ligue 1,2526,Paris FC,Adama Camara,FRA,"MF,DF",28,1996,24.0,1,17,5,29.4,0.71,0.21,0.06,0.2,0,0
FRA-Ligue 1,2526,Paris FC,Alimami Gory,MLI,"MF,DF",28,1996,10.9,5,19,6,31.6,1.74,0.55,0.26,0.83,0,0
FRA-Ligue 1,2526,Paris FC,Ciro Immobile,ITA,FW,35,1990,7.8,2,15,5,33.3,1.91,0.64,0.13,0.4,0,0
FRA-Ligue 1,2526,Paris FC,Diego Coppola,ITA,DF,21,2003,13.0,0,5,3,60.0,0.38,0.23,0.0,0.0,0,0
FRA-Ligue 1,2526,Paris FC,Hamari Traoré,MLI,DF,33,1992,12.8,0,4,0,0.0,0.31,0.0,0.0,,0,0
FRA-Ligue 1,2526,Paris FC,Ilan Kebbal,ALG,"MF,FW",27,1998,24.7,9,49,20,40.8,1.98,0.81,0.12,0.3,3,4
FRA-Ligue 1,2526,Paris FC,Jean-Philippe Krasso,CIV,FW,28,1997,12.1,2,27,10,37.0,2.23,0.82,0.04,0.1,1,1
FRA-Ligue 1,2526,Paris FC,Jonathan Ikone,FRA,"MF,FW",27,1998,12.2,3,25,6,24.0,2.05,0.49,0.12,0.5,0,0
FRA-Ligue 1,2526,Paris FC,Julien López,ALG,"FW,MF",33,1992,0.5,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2526,Paris FC,Kevin Trapp,GER,GK,35,1990,22.0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2526,Paris FC,Lohann Doucet,BFA,MF,22,2002,1.3,1,2,1,50.0,1.49,0.74,0.5,1.0,0,0
FRA-Ligue 1,2526,Paris FC,Luca Koleosho,ITA,MF,20,2004,6.2,3,17,10,58.8,2.76,1.62,0.18,0.3,0,0
FRA-Ligue 1,2526,Paris FC,Marshall Munetsi,ZIM,MF,29,1996,10.8,4,19,9,47.4,1.75,0.83,0.21,0.44,0,0
FRA-Ligue 1,2526,Paris FC,Mathieu Cafaro,FRA,FW,28,1997,1.7,0,7,1,14.3,4.14,0.59,0.0,0.0,0,0
FRA-Ligue 1,2526,Paris FC,Maxime Lopez,FRA,MF,27,1997,21.8,0,13,6,46.2,0.6,0.28,0.0,0.0,0,0
FRA-Ligue 1,2526,Paris FC,Mohamed Benoit Dao,FRA,FW,18,2007,0.0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2526,Paris FC,Moses Simon,NGA,"MF,FW",30,1995,22.2,3,34,11,32.4,1.53,0.49,0.09,0.27,0,0
FRA-Ligue 1,2526,Paris FC,Moustapha Mbow,SEN,DF,25,2000,30.2,0,10,3,30.0,0.33,0.1,0.0,0.0,0,0
FRA-Ligue 1,2526,Paris FC,Nhoa Sangui,FRA,DF,19,2006,19.3,0,4,1,25.0,0.21,0.05,0.0,0.0,0,0
FRA-Ligue 1,2526,Paris FC,Nouha Dicko,MLI,"FW,MF",33,1992,0.8,1,4,2,50.0,5.0,2.5,0.25,0.5,0,0
FRA-Ligue 1,2526,Paris FC,Obed Nkambadio,FRA,GK,22,2003,12.0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2526,Paris FC,Otavio Ataide,BRA,DF,23,2002,21.1,1,12,3,25.0,0.57,0.14,0.08,0.33,0,0
FRA-Ligue 1,2526,Paris FC,Pierre Lees-Melou,FRA,MF,32,1993,19.8,1,27,6,22.2,1.36,0.3,0.04,0.17,0,0
FRA-Ligue 1,2526,Paris FC,Pierre-Yves Hamel,FRA,FW,31,1994,0.9,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2526,Paris FC,Rudy Matondo,FRA,MF,17,2008,8.3,2,9,5,55.6,1.09,0.61,0.22,0.4,0,0
FRA-Ligue 1,2526,Paris FC,Samir Chergui,ALG,DF,26,1999,12.8,1,13,4,30.8,1.01,0.31,0.08,0.25,0,0
FRA-Ligue 1,2526,Paris FC,Thibault De Smet,BEL,DF,27,1998,12.7,0,4,0,0.0,0.31,0.0,0.0,,0,0
FRA-Ligue 1,2526,Paris FC,Timothée Kolodziejczak,FRA,DF,33,1991,7.4,0,1,1,100.0,0.14,0.14,0.0,0.0,0,0
FRA-Ligue 1,2526,Paris FC,Tuomas Ollila,FIN,DF,25,2000,3.4,0,4,1,25.0,1.17,0.29,0.0,0.0,0,0
FRA-Ligue 1,2526,Paris FC,Vincent Marchetti,FRA,MF,28,1997,9.2,2,24,7,29.2,2.62,0.76,0.08,0.29,0,0
FRA-Ligue 1,2526,Paris FC,Willem Geubbels,FRA,FW,23,2001,11.3,5,30,9,30.0,2.67,0.8,0.13,0.44,1,1
FRA-Ligue 1,2526,Rennes,Abdelhamid Ait Boudlal,MAR,DF,19,2006,15.6,2,13,4,30.8,0.83,0.26,0.15,0.5,0,0
FRA-Ligue 1,2526,Rennes,Alexander Legendre,ECU,MF,17,2008,0.5,0,1,0,0.0,2.0,0.0,0.0,,0,0
FRA-Ligue 1,2526,Rennes,Alidu Seidu,GHA,DF,25,2000,13.2,0,5,1,20.0,0.38,0.08,0.0,0.0,0,0
FRA-Ligue 1,2526,Rennes,Anthony Rouault,FRA,DF,24,2001,19.2,1,9,3,33.3,0.47,0.16,0.11,0.33,0,0
FRA-Ligue 1,2526,Rennes,Arnaud Nordin,FRA,"FW,MF",27,1998,6.3,1,20,5,25.0,3.16,0.79,0.05,0.2,0,0
FRA-Ligue 1,2526,Rennes,Bertuğ Yıldırım,TUR,FW,23,2002,0.0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2526,Rennes,Breel Embolo,SUI,FW,28,1997,20.8,8,41,18,43.9,1.97,0.87,0.2,0.44,0,0
FRA-Ligue 1,2526,Rennes,Brice Samba,FRA,GK,31,1994,32.0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2526,Rennes,Christopher Wooh,CMR,DF,23,2001,0.7,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2526,Rennes,Djaoui Cissé,FRA,MF,21,2004,10.9,0,24,6,25.0,2.2,0.55,0.0,0.0,0,0
FRA-Ligue 1,2526,Rennes,Esteban Lepaul,FRA,FW,25,2000,27.9,20,84,37,44.0,3.01,1.33,0.2,0.46,3,4
FRA-Ligue 1,2526,Rennes,Fabian Rieder,SUI,MF,23,2002,1.5,0,1,0,0.0,0.68,0.0,0.0,,0,0
FRA-Ligue 1,2526,Rennes,Glen Kamara,FIN,MF,29,1995,0.7,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2526,Rennes,Hans Hateboer,NED,"DF,MF",31,1994,0.2,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2526,Rennes,Henrick Do Marcolino,FRA,FW,19,2006,0.0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2526,Rennes,Ibrahim Salah,MAR,MF,23,2001,0.4,0,1,0,0.0,2.57,0.0,0.0,,0,0
FRA-Ligue 1,2526,Rennes,Jérémy Jacquet,FRA,DF,20,2005,18.6,0,11,3,27.3,0.59,0.16,0.0,0.0,0,0
FRA-Ligue 1,2526,Rennes,Kader Meïté,FRA,FW,17,2007,5.9,3,22,7,31.8,3.7,1.18,0.14,0.43,0,0
FRA-Ligue 1,2526,Rennes,Lilian Brassier,FRA,DF,25,1999,25.0,0,11,2,18.2,0.44,0.08,0.0,0.0,0,0
FRA-Ligue 1,2526,Rennes,Lucas Rosier,FRA,FW,18,2007,0.0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2526,Rennes,Ludovic Blas,FRA,"MF,FW",27,1997,17.2,5,47,14,29.8,2.74,0.82,0.06,0.21,2,2
FRA-Ligue 1,2526,Rennes,Mahamadou Nagida,CMR,DF,20,2005,8.9,0,13,3,23.1,1.45,0.34,0.0,0.0,0,0
FRA-Ligue 1,2526,Rennes,Mahdi Camara,FRA,MF,27,1998,29.5,3,29,12,41.4,0.98,0.41,0.1,0.25,0,0
FRA-Ligue 1,2526,Rennes,Mathys Silestrie,FRA,GK,19,2005,2.0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2526,Rennes,Mikayil Ngor Faye,SEN,MF,21,2004,0.1,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2526,Rennes,Musa Al-Taamari,JOR,"MF,FW",28,1997,24.6,6,64,23,35.9,2.6,0.94,0.09,0.26,0,0
FRA-Ligue 1,2526,Rennes,Nordan Mukiele,FRA,MF,19,2006,1.1,1,4,1,25.0,3.75,0.94,0.25,1.0,0,0
FRA-Ligue 1,2526,Rennes,Przemysław Frankowski,POL,"MF,DF",30,1995,13.4,1,9,3,33.3,0.67,0.22,0.11,0.33,0,0
FRA-Ligue 1,2526,Rennes,Quentin Merlin,FRA,"DF,MF",23,2002,28.1,1,26,7,26.9,0.92,0.25,0.04,0.14,0,0
FRA-Ligue 1,2526,Rennes,Sebastian Szymański,POL,MF,26,1999,8.6,1,12,5,41.7,1.39,0.58,0.08,0.2,0,0
FRA-Ligue 1,2526,Rennes,Seko Fofana,CIV,MF,30,1995,7.3,1,9,3,33.3,1.24,0.41,0.11,0.33,0,0
FRA-Ligue 1,2526,Rennes,Valentin Rongier,FRA,MF,30,1994,30.5,2,22,10,45.5,0.72,0.33,0.09,0.2,0,0
FRA-Ligue 1,2526,Rennes,Yassir Zabiri,MAR,MF,20,2005,0.5,0,4,2,50.0,7.5,3.75,0.0,0.0,0,0
FRA-Ligue 1,2526,Strasbourg,Aaron Anselmino,ARG,DF,20,2005,0.2,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2526,Strasbourg,Abakar Sylla,CIV,DF,22,2002,0.0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2526,Strasbourg,Abdoul Ouattara,FRA,"MF,DF",19,2005,19.6,2,27,11,40.7,1.37,0.56,0.07,0.18,0,0
FRA-Ligue 1,2526,Strasbourg,Amadou Cissé,GUI,DF,19,2006,1.0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2526,Strasbourg,Andrew Omobamidele,IRL,DF,23,2002,15.1,1,4,3,75.0,0.27,0.2,0.25,0.33,0,0
FRA-Ligue 1,2526,Strasbourg,Ben Chilwell,ENG,"DF,MF",28,1996,17.8,0,5,3,60.0,0.28,0.17,0.0,0.0,0,0
FRA-Ligue 1,2526,Strasbourg,David Datro Fofana,CIV,FW,22,2002,1.9,0,3,1,33.3,1.58,0.53,0.0,0.0,0,0
FRA-Ligue 1,2526,Strasbourg,Diego Moreira,BEL,MF,20,2004,22.6,4,29,11,37.9,1.28,0.49,0.14,0.36,0,0
FRA-Ligue 1,2526,Strasbourg,Dilane Bakwa,FRA,"FW,MF",22,2002,1.2,1,2,1,50.0,1.68,0.84,0.5,1.0,0,0
FRA-Ligue 1,2526,Strasbourg,Emanuel Emegha,NED,FW,22,2003,4.9,4,17,8,47.1,3.45,1.63,0.24,0.5,0,0
FRA-Ligue 1,2526,Strasbourg,Félix Lemaréchal,FRA,"MF,FW",21,2003,6.2,0,10,2,20.0,1.62,0.32,0.0,0.0,0,0
FRA-Ligue 1,2526,Strasbourg,Gessime Yassine,MAR,MF,19,2005,5.7,0,8,1,12.5,1.41,0.18,0.0,0.0,0,0
FRA-Ligue 1,2526,Strasbourg,Guéla Doué,CIV,"DF,MF",22,2002,22.9,2,12,5,41.7,0.52,0.22,0.17,0.4,0,0
FRA-Ligue 1,2526,Strasbourg,Idrissa Sabaly,FRA,MF,17,2007,0.6,0,1,0,0.0,1.61,0.0,0.0,,0,0
FRA-Ligue 1,2526,Strasbourg,Ismaël Doukouré,FRA,"DF,MF",22,2003,23.0,0,7,3,42.9,0.3,0.13,0.0,0.0,0,0
FRA-Ligue 1,2526,Strasbourg,Jean-Baptiste Bosey,FRA,FW,17,2008,0.0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2526,Strasbourg,Joaquín Panichelli,ARG,FW,22,2002,24.4,16,58,31,53.4,2.38,1.27,0.19,0.35,5,6
FRA-Ligue 1,2526,Strasbourg,Julio Enciso,PAR,"MF,FW",21,2004,20.9,3,61,22,36.1,2.92,1.05,0.03,0.09,1,1
FRA-Ligue 1,2526,Strasbourg,Junior Mwanga,FRA,"DF,MF",22,2003,4.2,0,1,0,0.0,0.24,0.0,0.0,,0,0
FRA-Ligue 1,2526,Strasbourg,Karl-Johan Johnsson,SWE,GK,35,1990,1.0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2526,Strasbourg,Kendry Páez,ECU,"MF,FW",18,2007,4.7,1,10,4,40.0,2.12,0.85,0.1,0.25,0,0
FRA-Ligue 1,2526,Strasbourg,Lucas Høgsberg,DEN,DF,19,2006,19.9,0,4,1,25.0,0.2,0.05,0.0,0.0,0,0
FRA-Ligue 1,2526,Strasbourg,Mamadou Sarr,SEN,DF,19,2005,14.5,0,1,0,0.0,0.07,0.0,0.0,,0,0
FRA-Ligue 1,2526,Strasbourg,Martial Godo,CIV,MF,22,2003,17.6,10,41,17,41.5,2.33,0.97,0.24,0.59,0,0
FRA-Ligue 1,2526,Strasbourg,Mathis Amougou,FRA,MF,19,2006,4.5,0,3,2,66.7,0.66,0.44,0.0,0.0,0,0
FRA-Ligue 1,2526,Strasbourg,Max Oyedele,POL,"MF,DF",20,2004,5.0,1,2,1,50.0,0.4,0.2,0.5,1.0,0,0
FRA-Ligue 1,2526,Strasbourg,Mike Penders,BEL,GK,20,2005,33.0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2526,Strasbourg,Rabby Nzingoula,FRA,MF,19,2005,0.6,0,1,0,0.0,1.76,0.0,0.0,,0,0
FRA-Ligue 1,2526,Strasbourg,Rafael Gonçalves,POR,"MF,DF",20,2005,6.5,0,5,3,60.0,0.77,0.46,0.0,0.0,0,0
FRA-Ligue 1,2526,Strasbourg,Samir El Mourabet,MAR,MF,19,2005,23.6,1,12,1,8.3,0.51,0.04,0.08,1.0,0,0
FRA-Ligue 1,2526,Strasbourg,Samuel Amo-Ameyaw,ENG,"MF,DF",19,2006,11.6,2,17,5,29.4,1.46,0.43,0.12,0.4,0,0
FRA-Ligue 1,2526,Strasbourg,Sebastian Nanasi,SWE,MF,23,2002,11.7,7,19,11,57.9,1.63,0.94,0.37,0.64,0,0
FRA-Ligue 1,2526,Strasbourg,Tyrese Noubissié,FRA,MF,16,2009,0.6,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2526,Strasbourg,Valentín Barco,ARG,MF,21,2004,24.1,2,27,10,37.0,1.12,0.42,0.07,0.2,0,0
FRA-Ligue 1,2526,Strasbourg,Yaya Diémé,SEN,FW,17,2007,1.7,0,2,1,50.0,1.17,0.58,0.0,0.0,0,0
FRA-Ligue 1,2526,Toulouse,Alexis Vossah,FRA,MF,17,2008,12.1,1,9,2,22.2,0.74,0.16,0.11,0.5,0,0
FRA-Ligue 1,2526,Toulouse,Aron Dønnum,NOR,MF,27,1998,26.9,4,40,14,35.0,1.49,0.52,0.03,0.07,3,3
FRA-Ligue 1,2526,Toulouse,Charlie Cresswell,ENG,DF,22,2002,28.1,3,38,12,31.6,1.35,0.43,0.08,0.25,0,0
FRA-Ligue 1,2526,Toulouse,Cristian Cásseres Jr.,VEN,MF,25,2000,27.7,2,26,6,23.1,0.94,0.22,0.08,0.33,0,1
FRA-Ligue 1,2526,Toulouse,Dayann Methalie,FRA,MF,19,2006,20.8,2,15,7,46.7,0.72,0.34,0.13,0.29,0,0
FRA-Ligue 1,2526,Toulouse,Djibril Sidibé,FRA,"MF,DF",33,1992,23.8,3,8,5,62.5,0.34,0.21,0.25,0.4,1,2
FRA-Ligue 1,2526,Toulouse,Emersonn,BRA,FW,21,2004,16.7,6,51,19,37.3,3.06,1.14,0.12,0.32,0,0
FRA-Ligue 1,2526,Toulouse,Francis Abu,GHA,MF,24,2001,5.8,0,6,0,0.0,1.03,0.0,0.0,,0,0
FRA-Ligue 1,2526,Toulouse,Frank Magri,CMR,"FW,MF",25,1999,13.9,5,33,12,36.4,2.37,0.86,0.15,0.42,0,1
FRA-Ligue 1,2526,Toulouse,Guillaume Restes,FRA,GK,20,2005,32.7,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2526,Toulouse,Ilyas Azizi,FRA,FW,17,2008,0.3,0,1,0,0.0,3.1,0.0,0.0,,0,0
FRA-Ligue 1,2526,Toulouse,Jacen Russell-Rowe,CAN,FW,22,2002,5.2,1,11,4,36.4,2.1,0.76,0.09,0.25,0,0
FRA-Ligue 1,2526,Toulouse,Jaydee Canvot,FRA,"MF,DF",19,2006,2.0,0,2,0,0.0,1.0,0.0,0.0,,0,0
FRA-Ligue 1,2526,Toulouse,Julián Vignolo,ARG,MF,18,2006,2.2,2,8,7,87.5,3.69,3.23,0.25,0.29,0,0
FRA-Ligue 1,2526,Toulouse,Kjetil Haug,NOR,GK,27,1998,0.3,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2526,Toulouse,Mario Sauer,SVK,MF,21,2004,7.2,1,14,3,21.4,1.94,0.41,0.07,0.33,0,0
FRA-Ligue 1,2526,Toulouse,Mark McKenzie,USA,DF,26,1999,26.7,0,6,1,16.7,0.22,0.04,0.0,0.0,0,0
FRA-Ligue 1,2526,Toulouse,Mathis Saka,FRA,FW,18,2006,0.1,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2526,Toulouse,Noah Edjouma,FRA,FW,19,2005,2.8,0,8,3,37.5,2.81,1.05,0.0,0.0,0,0
FRA-Ligue 1,2526,Toulouse,Pape Demba Diop,SEN,MF,21,2003,13.1,1,29,11,37.9,2.21,0.84,0.03,0.09,0,0
FRA-Ligue 1,2526,Toulouse,Rafik Messali,FRA,MF,22,2003,5.6,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2526,Toulouse,Rasmus Nicolaisen,DEN,DF,28,1997,28.5,1,15,5,33.3,0.53,0.18,0.07,0.2,0,0
FRA-Ligue 1,2526,Toulouse,Santiago Hidalgo,ARG,"MF,FW",20,2005,14.5,4,33,13,39.4,2.27,0.9,0.12,0.31,0,0
FRA-Ligue 1,2526,Toulouse,Seny Koumbassa,FRA,DF,18,2007,4.9,1,3,1,33.3,0.61,0.2,0.33,1.0,0,0
FRA-Ligue 1,2526,Toulouse,Warren Kamanzi,NOR,MF,24,2000,9.7,1,12,2,16.7,1.24,0.21,0.08,0.5,0,0
FRA-Ligue 1,2526,Toulouse,Yann Gboho,FRA,"MF,FW",24,2001,28.9,8,57,16,28.1,1.97,0.55,0.14,0.5,0,0
ITA-Serie A,2526,Atalanta,Ademola Lookman,NGA,"FW,MF",27,1997,8.8,2,27,8,29.6,3.06,0.91,0.07,0.25,0,0
ITA-Serie A,2526,Atalanta,Berat Djimsiti,ALB,DF,32,1993,28.1,0,16,2,12.5,0.57,0.07,0.0,0.0,0,0
ITA-Serie A,2526,Atalanta,Charles De Ketelaere,BEL,"MF,FW",24,2001,24.2,3,46,16,34.8,1.9,0.66,0.07,0.19,0,0
ITA-Serie A,2526,Atalanta,Daniel Maldini,ITA,MF,23,2001,2.9,0,8,2,25.0,2.73,0.68,0.0,0.0,0,0
ITA-Serie A,2526,Atalanta,Davide Zappacosta,ITA,MF,33,1992,28.5,3,37,9,24.3,1.3,0.32,0.08,0.33,0,0
ITA-Serie A,2526,Atalanta,Dominic Vavassori,ITA,FW,19,2005,0.1,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Atalanta,Giacomo Raspadori,ITA,"MF,FW",25,2000,8.8,3,28,11,39.3,3.17,1.24,0.11,0.27,0,0
ITA-Serie A,2526,Atalanta,Gianluca Scamacca,ITA,FW,26,1999,14.6,10,57,22,38.6,3.9,1.51,0.14,0.36,2,2
ITA-Serie A,2526,Atalanta,Giorgio Scalvini,ITA,DF,21,2003,20.1,3,20,6,30.0,1.0,0.3,0.15,0.5,0,0
ITA-Serie A,2526,Atalanta,Honest Ahanor,ITA,DF,17,2008,15.3,0,13,4,30.8,0.85,0.26,0.0,0.0,0,0
ITA-Serie A,2526,Atalanta,Isak Hien,SWE,DF,26,1999,21.9,1,9,3,33.3,0.41,0.14,0.11,0.33,0,0
ITA-Serie A,2526,Atalanta,Kamaldeen Sulemana,GHA,MF,23,2002,11.2,2,25,10,40.0,2.23,0.89,0.08,0.2,0,0
ITA-Serie A,2526,Atalanta,Lazar Samardzic,SRB,MF,23,2002,11.4,2,25,9,36.0,2.18,0.79,0.08,0.22,0,0
ITA-Serie A,2526,Atalanta,Lorenzo Bernasconi,ITA,MF,21,2003,17.5,0,9,1,11.1,0.52,0.06,0.0,0.0,0,0
ITA-Serie A,2526,Atalanta,Marco Brescianini,ITA,MF,25,2000,2.0,1,3,2,66.7,1.48,0.99,0.33,0.5,0,0
ITA-Serie A,2526,Atalanta,Marco Carnesecchi,ITA,GK,25,2000,37.0,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Atalanta,Marco Sportiello,ITA,GK,33,1992,1.0,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Atalanta,Mario Pašalić,CRO,MF,30,1995,21.5,3,24,6,25.0,1.12,0.28,0.13,0.5,0,0
ITA-Serie A,2526,Atalanta,Marten de Roon,NED,MF,34,1991,29.9,1,16,4,25.0,0.54,0.13,0.06,0.25,0,0
ITA-Serie A,2526,Atalanta,Mitchel Bakker,NED,"DF,MF",25,2000,0.1,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Atalanta,Nicola Zalewski,POL,MF,23,2002,21.1,2,38,7,18.4,1.8,0.33,0.05,0.29,0,0
ITA-Serie A,2526,Atalanta,Nikola Krstović,MNE,FW,25,2000,19.9,10,99,34,34.3,4.97,1.71,0.1,0.29,0,0
ITA-Serie A,2526,Atalanta,Odilon Kossounou,CIV,DF,24,2001,11.0,1,5,1,20.0,0.46,0.09,0.2,1.0,0,0
ITA-Serie A,2526,Atalanta,Raoul Bellanova,ITA,MF,25,2000,15.3,0,13,5,38.5,0.85,0.33,0.0,0.0,0,0
ITA-Serie A,2526,Atalanta,Sead Kolašinac,BIH,DF,32,1993,13.5,0,3,0,0.0,0.22,0.0,0.0,,0,0
ITA-Serie A,2526,Atalanta,Yunus Musah,USA,MF,22,2002,6.4,1,7,2,28.6,1.1,0.31,0.14,0.5,0,0
ITA-Serie A,2526,Atalanta,Éderson Silva,BRA,MF,26,1999,24.8,2,35,11,31.4,1.41,0.44,0.03,0.09,1,1
ITA-Serie A,2526,Bologna,Babis Lykogiannis,GRE,DF,31,1993,7.0,0,7,2,28.6,1.0,0.29,0.0,0.0,0,0
ITA-Serie A,2526,Bologna,Benjamín Domínguez,ARG,MF,21,2003,6.1,0,12,2,16.7,1.97,0.33,0.0,0.0,0,0
ITA-Serie A,2526,Bologna,Ciro Immobile,ITA,FW,35,1990,2.1,0,2,0,0.0,0.93,0.0,0.0,,0,0
ITA-Serie A,2526,Bologna,Eivind Helland,NOR,DF,20,2005,5.4,0,1,0,0.0,0.19,0.0,0.0,,0,0
ITA-Serie A,2526,Bologna,Emil Holm,SWE,DF,25,2000,7.3,1,8,1,12.5,1.1,0.14,0.13,1.0,0,0
ITA-Serie A,2526,Bologna,Federico Bernardeschi,ITA,"MF,FW",31,1994,13.5,4,39,13,33.3,2.88,0.96,0.08,0.23,1,1
ITA-Serie A,2526,Bologna,Federico Ravaglia,ITA,GK,25,1999,16.3,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Bologna,Giovanni Fabbian,ITA,MF,22,2003,7.8,2,14,4,28.6,1.79,0.51,0.14,0.5,0,0
ITA-Serie A,2526,Bologna,Ibrahim Sulemana,GHA,MF,22,2003,0.5,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2526,Bologna,Jens Odgaard,DEN,MF,26,1999,15.3,5,35,13,37.1,2.29,0.85,0.14,0.38,0,0
ITA-Serie A,2526,Bologna,Jhon Lucumí,COL,DF,27,1998,25.4,1,8,2,25.0,0.31,0.08,0.13,0.5,0,0
ITA-Serie A,2526,Bologna,Jonathan Rowe,ENG,"MF,FW",22,2003,17.8,3,48,17,35.4,2.69,0.95,0.06,0.18,0,0
