league,season,team,player,nation,pos,age,born,90s,standard_gls,standard_sh,standard_sot,standard_sot%,standard_sh/90,standard_sot/90,standard_g/sh,standard_g/sot,standard_pk,standard_pkatt
INT-World Cup,2018,France,Corentin Tolisso,France,MF,23,1994,2.2,0,2,1,50.0,0.92,0.46,0.0,0.0,0,0
INT-World Cup,2018,France,Djibril Sidibé,France,DF,25,1992,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,France,Florian Thauvin,France,"FW,MF",25,1993,0.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,France,Hugo Lloris,France,GK,31,1986,6.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,France,Kylian Mbappé,France,"MF,FW",19,1998,5.9,4,8,7,87.5,1.35,1.18,0.5,0.57,0,0
INT-World Cup,2018,France,Lucas Hernández,France,DF,22,1996,6.5,0,6,1,16.7,0.92,0.15,0.0,0.0,0,0
INT-World Cup,2018,France,N'Golo Kanté,France,MF,27,1991,6.6,0,1,0,0.0,0.15,0.0,0.0,,0,0
INT-World Cup,2018,France,Nabil Fekir,France,"FW,MF",24,1993,0.8,0,4,2,50.0,4.86,2.43,0.0,0.0,0,0
INT-World Cup,2018,France,Olivier Giroud,France,FW,31,1986,6.1,0,14,0,0.0,2.31,0.0,0.0,,0,0
INT-World Cup,2018,France,Ousmane Dembélé,France,"MF,FW",21,1997,1.8,0,3,0,0.0,1.64,0.0,0.0,,0,0
INT-World Cup,2018,France,Paul Pogba,France,MF,25,1993,6.0,1,8,3,37.5,1.34,0.5,0.13,0.33,0,0
INT-World Cup,2018,France,Presnel Kimpembe,France,DF,22,1995,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,France,Raphaël Varane,France,DF,25,1993,7.0,1,4,1,25.0,0.57,0.14,0.25,1.0,0,0
INT-World Cup,2018,France,Samuel Umtiti,France,DF,24,1993,6.0,1,2,1,50.0,0.33,0.17,0.5,1.0,0,0
INT-World Cup,2018,France,Steve Mandanda,France,GK,33,1985,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,France,Steven Nzonzi,France,MF,29,1988,1.6,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,France,Thomas Lemar,France,MF,22,1995,1.0,0,1,0,0.0,1.0,0.0,0.0,,0,0
INT-World Cup,2018,Germany,Antonio Rüdiger,Germany,DF,25,1993,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Germany,Jonas Hector,Germany,DF,28,1990,1.8,0,2,1,50.0,1.1,0.55,0.0,0.0,0,0
INT-World Cup,2018,Germany,Joshua Kimmich,Germany,DF,23,1995,3.0,0,3,0,0.0,1.0,0.0,0.0,,0,0
INT-World Cup,2018,Germany,Julian Brandt,Germany,"FW,MF",22,1996,0.2,0,4,1,25.0,16.36,4.09,0.0,0.0,0,0
INT-World Cup,2018,Germany,Julian Draxler,Germany,MF,24,1993,1.5,0,6,1,16.7,4.0,0.67,0.0,0.0,0,0
INT-World Cup,2018,Germany,Jérôme Boateng,Germany,DF,29,1988,1.9,0,3,1,33.3,1.58,0.53,0.0,0.0,0,0
INT-World Cup,2018,Germany,Leon Goretzka,Germany,MF,23,1995,0.7,0,2,1,50.0,2.9,1.45,0.0,0.0,0,0
INT-World Cup,2018,Germany,Manuel Neuer,Germany,GK,32,1986,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Germany,Marco Reus,Germany,MF,29,1989,2.3,1,6,1,16.7,2.56,0.43,0.17,1.0,0,0
INT-World Cup,2018,Germany,Mario Gómez,Germany,FW,32,1985,1.0,0,5,3,60.0,5.0,3.0,0.0,0.0,0,0
INT-World Cup,2018,Germany,Marvin Plattenhardt,Germany,DF,26,1992,0.9,0,1,1,100.0,1.15,1.15,0.0,0.0,0,0
INT-World Cup,2018,Germany,Mats Hummels,Germany,DF,29,1988,2.0,0,6,2,33.3,3.0,1.0,0.0,0.0,0,0
INT-World Cup,2018,Germany,Mesut Özil,Germany,MF,29,1988,2.0,0,2,0,0.0,1.0,0.0,0.0,,0,0
INT-World Cup,2018,Germany,Niklas Süle,Germany,DF,22,1995,1.0,0,1,0,0.0,1.0,0.0,0.0,,0,0
INT-World Cup,2018,Germany,Sami Khedira,Germany,MF,31,1987,1.3,0,3,1,33.3,2.33,0.78,0.0,0.0,0,0
INT-World Cup,2018,Germany,Sebastian Rudy,Germany,MF,28,1990,0.3,0,1,0,0.0,3.0,0.0,0.0,,0,0
INT-World Cup,2018,Germany,Thomas Müller,Germany,MF,28,1989,2.3,0,4,1,25.0,1.73,0.43,0.0,0.0,0,0
INT-World Cup,2018,Germany,Timo Werner,Germany,FW,22,1996,2.9,0,7,1,14.3,2.38,0.34,0.0,0.0,0,0
INT-World Cup,2018,Germany,Toni Kroos,Germany,MF,28,1990,3.0,1,15,5,33.3,5.0,1.67,0.07,0.2,0,0
INT-World Cup,2018,Germany,İlkay Gündoğan,Germany,MF,27,1990,0.7,0,1,1,100.0,1.5,1.5,0.0,0.0,0,0
INT-World Cup,2018,IR Iran,Alireza Beiranvand,IR Iran,GK,25,1992,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,IR Iran,Alireza Jahanbakhsh,IR Iran,"MF,FW",24,1993,1.9,0,2,1,50.0,1.06,0.53,0.0,0.0,0,0
INT-World Cup,2018,IR Iran,Ehsan Hajsafi,IR Iran,"DF,MF",28,1990,2.4,0,2,0,0.0,0.85,0.0,0.0,,0,0
INT-World Cup,2018,IR Iran,Karim Ansarifard,IR Iran,MF,28,1990,2.0,1,4,1,25.0,2.01,0.5,0.0,0.0,1,1
INT-World Cup,2018,IR Iran,Majid Hosseini,IR Iran,DF,21,1996,2.1,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,IR Iran,Masoud Shojaei,IR Iran,MF,34,1984,0.7,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,IR Iran,Mehdi Taremi,IR Iran,"MF,FW",25,1992,2.3,0,3,0,0.0,1.33,0.0,0.0,,0,0
INT-World Cup,2018,IR Iran,Milad Mohammadi,IR Iran,"DF,MF",24,1993,0.6,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,IR Iran,Morteza Pouraliganji,IR Iran,DF,26,1992,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,IR Iran,Omid Ebrahimi,IR Iran,MF,30,1987,2.9,0,1,0,0.0,0.35,0.0,0.0,,0,0
INT-World Cup,2018,IR Iran,Ramin Rezaeian,IR Iran,DF,28,1990,3.0,0,1,0,0.0,0.33,0.0,0.0,,0,0
INT-World Cup,2018,IR Iran,Rouzbeh Cheshmi,IR Iran,DF,24,1993,1.0,0,1,0,0.0,1.0,0.0,0.0,,0,0
INT-World Cup,2018,IR Iran,Saeid Ezatolahi,IR Iran,MF,21,1996,1.8,0,1,1,100.0,0.55,0.55,0.0,0.0,0,0
INT-World Cup,2018,IR Iran,Saman Ghoddos,IR Iran,"FW,MF",24,1993,0.4,0,2,0,0.0,5.63,0.0,0.0,,0,0
INT-World Cup,2018,IR Iran,Sardar Azmoun,IR Iran,FW,23,1995,3.0,0,4,1,25.0,1.33,0.33,0.0,0.0,0,0
INT-World Cup,2018,IR Iran,Vahid Amiri,IR Iran,"FW,MF",30,1988,2.9,0,2,0,0.0,0.68,0.0,0.0,,0,0
INT-World Cup,2018,Iceland,Albert Guðmundsson,Iceland,"FW,MF",20,1997,0.1,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Iceland,Alfreð Finnbogason,Iceland,FW,29,1989,2.9,1,5,2,40.0,1.72,0.69,0.2,0.5,0,0
INT-World Cup,2018,Iceland,Ari Freyr Skúlason,Iceland,"DF,MF",31,1987,0.2,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Iceland,Arnór Ingvi Traustason,Iceland,"FW,MF",25,1993,0.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Iceland,Aron Gunnarsson,Iceland,MF,29,1989,2.8,0,2,1,50.0,0.72,0.36,0.0,0.0,0,0
INT-World Cup,2018,Iceland,Birkir Bjarnason,Iceland,MF,30,1988,3.0,0,7,1,14.3,2.34,0.33,0.0,0.0,0,0
INT-World Cup,2018,Iceland,Birkir Már Sævarsson,Iceland,DF,33,1984,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Iceland,Björn Sigurðarson,Iceland,FW,27,1991,0.5,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Iceland,Emil Hallfreðsson,Iceland,MF,33,1984,2.0,0,1,0,0.0,0.5,0.0,0.0,,0,0
INT-World Cup,2018,Iceland,Gylfi Sigurðsson,Iceland,"MF,FW",28,1989,3.0,1,9,5,55.6,3.0,1.67,0.0,0.0,1,2
INT-World Cup,2018,Iceland,Hannes Þór Halldórsson,Iceland,GK,34,1984,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Iceland,Hörður Magnússon,Iceland,DF,25,1993,3.0,0,2,0,0.0,0.67,0.0,0.0,,0,0
INT-World Cup,2018,Iceland,Jóhann Berg Guðmundsson,Iceland,MF,27,1990,1.7,0,3,1,33.3,1.78,0.59,0.0,0.0,0,0
INT-World Cup,2018,Iceland,Jón Daði Böðvarsson,Iceland,FW,26,1992,0.8,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Iceland,Kári Árnason,Iceland,DF,35,1982,2.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Iceland,Ragnar Sigurðsson,Iceland,DF,31,1986,2.5,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Iceland,Rúrik Gíslason,Iceland,MF,30,1988,1.3,0,1,0,0.0,0.76,0.0,0.0,,0,0
INT-World Cup,2018,Iceland,Sverrir Ingi Ingason,Iceland,DF,24,1993,1.3,0,3,1,33.3,2.33,0.78,0.0,0.0,0,0
INT-World Cup,2018,Japan,Eiji Kawashima,Japan,GK,35,1983,4.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Japan,Gaku Shibasaki,Japan,MF,26,1992,3.8,0,1,0,0.0,0.27,0.0,0.0,,0,0
INT-World Cup,2018,Japan,Gen Shoji,Japan,DF,25,1992,3.0,0,1,0,0.0,0.33,0.0,0.0,,0,0
INT-World Cup,2018,Japan,Genki Haraguchi,Japan,MF,27,1991,2.7,1,3,1,33.3,1.11,0.37,0.33,1.0,0,0
INT-World Cup,2018,Japan,Gōtoku Sakai,Japan,MF,27,1991,1.0,0,1,1,100.0,1.0,1.0,0.0,0.0,0,0
INT-World Cup,2018,Japan,Hiroki Sakai,Japan,DF,28,1990,4.0,0,2,0,0.0,0.5,0.0,0.0,,0,0
INT-World Cup,2018,Japan,Hotaru Yamaguchi,Japan,MF,27,1990,1.2,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Japan,Keisuke Honda,Japan,"FW,MF",32,1986,0.6,1,4,2,50.0,7.2,3.6,0.25,0.5,0,0
INT-World Cup,2018,Japan,Makoto Hasebe,Japan,MF,34,1984,3.1,0,1,0,0.0,0.32,0.0,0.0,,0,0
INT-World Cup,2018,Japan,Maya Yoshida,Japan,DF,29,1988,4.0,0,2,0,0.0,0.5,0.0,0.0,,0,0
INT-World Cup,2018,Japan,Shinji Kagawa,Japan,MF,29,1989,2.6,1,3,1,33.3,1.17,0.39,0.0,0.0,1,1
INT-World Cup,2018,Japan,Shinji Okazaki,Japan,MF,32,1986,0.8,0,1,0,0.0,1.32,0.0,0.0,,0,0
INT-World Cup,2018,Japan,Takashi Inui,Japan,MF,30,1988,3.2,2,8,4,50.0,2.47,1.23,0.25,0.5,0,0
INT-World Cup,2018,Japan,Takashi Usami,Japan,MF,26,1992,0.8,0,3,1,33.3,3.97,1.32,0.0,0.0,0,0
INT-World Cup,2018,Japan,Tomoaki Makino,Japan,DF,31,1987,1.0,0,2,0,0.0,2.0,0.0,0.0,,0,0
INT-World Cup,2018,Japan,Yoshinori Mutō,Japan,FW,25,1992,0.9,0,2,1,50.0,2.22,1.11,0.0,0.0,0,0
INT-World Cup,2018,Japan,Yuya Osako,Japan,FW,28,1990,3.4,1,7,4,57.1,2.05,1.17,0.14,0.25,0,0
INT-World Cup,2018,Japan,Yūto Nagatomo,Japan,DF,31,1986,4.0,0,1,0,0.0,0.25,0.0,0.0,,0,0
INT-World Cup,2018,Korea Republic,Go Yo-han,Korea Republic,"DF,FW",30,1988,0.1,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Korea Republic,Hong Chul,Korea Republic,DF,27,1990,1.1,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Korea Republic,Hwang Hee-chan,Korea Republic,"MF,FW",22,1996,2.3,0,2,1,50.0,0.89,0.44,0.0,0.0,0,0
INT-World Cup,2018,Korea Republic,Jang Hyun-soo,Korea Republic,"DF,MF",26,1991,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Korea Republic,Jo Hyeon-woo,Korea Republic,GK,26,1991,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Korea Republic,Ju Se-jong,Korea Republic,MF,27,1990,0.9,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Korea Republic,Jung Woo-young,Korea Republic,MF,28,1989,1.4,0,3,3,100.0,2.11,2.11,0.0,0.0,0,0
INT-World Cup,2018,Korea Republic,Ki Sung-yueng,Korea Republic,MF,29,1989,2.0,0,3,2,66.7,1.5,1.0,0.0,0.0,0,0
INT-World Cup,2018,Korea Republic,Kim Min-woo,Korea Republic,DF,28,1990,1.6,0,1,0,0.0,0.62,0.0,0.0,,0,0
INT-World Cup,2018,Korea Republic,Kim Shin-wook,Korea Republic,FW,30,1988,0.7,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Korea Republic,Kim Young-gwon,Korea Republic,DF,28,1990,3.0,1,1,1,100.0,0.33,0.33,1.0,1.0,0,0
INT-World Cup,2018,Korea Republic,Koo Ja-cheol,Korea Republic,"MF,FW",29,1989,1.4,0,1,0,0.0,0.71,0.0,0.0,,0,0
INT-World Cup,2018,Korea Republic,Lee Jae-sung,Korea Republic,"MF,FW",25,1992,3.0,0,6,1,16.7,2.0,0.33,0.0,0.0,0,0
INT-World Cup,2018,Korea Republic,Lee Seung-woo,Korea Republic,"FW,MF",20,1998,0.5,0,1,0,0.0,1.96,0.0,0.0,,0,0
INT-World Cup,2018,Korea Republic,Lee Yong,Korea Republic,DF,31,1986,3.0,0,1,0,0.0,0.33,0.0,0.0,,0,0
INT-World Cup,2018,Korea Republic,Moon Seon-min,Korea Republic,MF,26,1992,1.6,0,2,0,0.0,1.25,0.0,0.0,,0,0
INT-World Cup,2018,Korea Republic,Park Joo-ho,Korea Republic,DF,31,1987,0.3,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Korea Republic,Son Heung-min,Korea Republic,FW,25,1992,3.0,2,13,3,23.1,4.33,1.0,0.15,0.67,0,0
INT-World Cup,2018,Korea Republic,Yun Young-sun,Korea Republic,DF,29,1988,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Mexico,Andrés Guardado,Mexico,MF,31,1986,3.4,0,6,1,16.7,1.78,0.3,0.0,0.0,0,0
INT-World Cup,2018,Mexico,Carlos Salcedo,Mexico,DF,24,1993,4.0,0,5,1,20.0,1.25,0.25,0.0,0.0,0,0
INT-World Cup,2018,Mexico,Carlos Vela,Mexico,"MF,FW",29,1989,3.5,1,10,2,20.0,2.88,0.58,0.0,0.0,1,1
INT-World Cup,2018,Mexico,Edson Álvarez,Mexico,DF,20,1997,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Mexico,Giovani dos Santos,Mexico,"FW,MF",29,1989,0.2,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Mexico,Guillermo Ochoa,Mexico,GK,32,1985,4.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Mexico,Hirving Lozano,Mexico,"MF,FW",22,1995,3.5,1,13,2,15.4,3.71,0.57,0.08,0.5,0,0
INT-World Cup,2018,Mexico,Hugo Ayala,Mexico,DF,31,1987,2.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Mexico,Héctor Herrera,Mexico,MF,28,1990,4.0,0,5,2,40.0,1.25,0.5,0.0,0.0,0,0
INT-World Cup,2018,Mexico,Héctor Moreno,Mexico,DF,30,1988,3.0,0,2,1,50.0,0.67,0.33,0.0,0.0,0,0
INT-World Cup,2018,Mexico,Javier Hernández,Mexico,FW,30,1988,3.7,1,7,1,14.3,1.91,0.27,0.14,1.0,0,0
INT-World Cup,2018,Mexico,Jesús Corona,Mexico,"DF,FW",25,1993,0.4,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Mexico,Jesús Gallardo,Mexico,DF,23,1994,3.7,0,1,0,0.0,0.27,0.0,0.0,,0,0
INT-World Cup,2018,Mexico,Jonathan dos Santos,Mexico,MF,28,1990,0.4,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Mexico,Marco Fabián,Mexico,"FW,MF",28,1989,0.3,0,1,0,0.0,3.46,0.0,0.0,,0,0
INT-World Cup,2018,Mexico,Miguel Layún,Mexico,MF,29,1988,3.5,0,9,3,33.3,2.59,0.86,0.0,0.0,0,0
INT-World Cup,2018,Mexico,Oribe Peralta,Mexico,FW,34,1984,0.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Mexico,Rafael Márquez,Mexico,MF,39,1979,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Mexico,Raúl Jiménez,Mexico,FW,27,1991,0.6,0,1,0,0.0,1.61,0.0,0.0,,0,0
INT-World Cup,2018,Morocco,Achraf Hakimi,Morocco,DF,19,1998,3.0,0,1,0,0.0,0.33,0.0,0.0,,0,0
INT-World Cup,2018,Morocco,Amine Harit,Morocco,MF,20,1997,0.9,0,3,1,33.3,3.33,1.11,0.0,0.0,0,0
INT-World Cup,2018,Morocco,Ayoub El Kaabi,Morocco,FW,24,1993,1.1,0,1,0,0.0,0.92,0.0,0.0,,0,0
INT-World Cup,2018,Morocco,Aziz Bouhaddouz,Morocco,FW,31,1987,0.2,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Morocco,Fayçal Fajr,Morocco,MF,29,1988,0.4,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Morocco,Hakim Ziyech,Morocco,MF,25,1993,2.9,0,9,2,22.2,3.07,0.68,0.0,0.0,0,0
INT-World Cup,2018,Morocco,Karim El Ahmadi,Morocco,MF,33,1985,2.9,0,1,0,0.0,0.34,0.0,0.0,,0,0
INT-World Cup,2018,Morocco,Khalid Boutaïb,Morocco,FW,31,1987,1.5,1,3,2,66.7,1.94,1.29,0.33,0.5,0,0
INT-World Cup,2018,Morocco,M'barek Boussoufa,Morocco,MF,33,1984,3.0,0,1,0,0.0,0.33,0.0,0.0,,0,0
INT-World Cup,2018,Morocco,Manuel da Costa,Morocco,DF,32,1986,2.1,0,2,0,0.0,0.95,0.0,0.0,,0,0
INT-World Cup,2018,Morocco,Medhi Benatia,Morocco,DF,31,1987,2.0,0,5,2,40.0,2.5,1.0,0.0,0.0,0,0
INT-World Cup,2018,Morocco,Mehdi Carcela,Morocco,"FW,MF",28,1989,0.2,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Morocco,Munir,Morocco,GK,29,1989,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Morocco,Nabil Dirar,Morocco,DF,32,1986,2.0,0,1,0,0.0,0.5,0.0,0.0,,0,0
INT-World Cup,2018,Morocco,Nordin Amrabat,Morocco,"MF,FW",31,1987,2.8,0,1,0,0.0,0.35,0.0,0.0,,0,0
INT-World Cup,2018,Morocco,Romain Saïss,Morocco,DF,28,1990,2.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Morocco,Sofyan Amrabat,Morocco,"DF,MF",21,1996,0.2,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Morocco,Younès Belhanda,Morocco,"MF,FW",28,1990,2.5,0,6,2,33.3,2.39,0.8,0.0,0.0,0,0
INT-World Cup,2018,Morocco,Youssef En-Nesyri,Morocco,FW,21,1997,0.2,1,1,1,100.0,4.74,4.74,1.0,1.0,0,0
INT-World Cup,2018,Nigeria,Ahmed Musa,Nigeria,FW,25,1992,2.3,2,4,2,50.0,1.73,0.87,0.5,1.0,0,0
INT-World Cup,2018,Nigeria,Alex Iwobi,Nigeria,MF,22,1996,0.7,0,4,0,0.0,5.71,0.0,0.0,,0,0
INT-World Cup,2018,Nigeria,Brian Idowu,Nigeria,"MF,DF",26,1992,2.5,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Nigeria,Francis Uzoho,Nigeria,GK,19,1998,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Nigeria,John Obi Mikel,Nigeria,MF,31,1987,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Nigeria,Kelechi Iheanacho,Nigeria,FW,21,1996,1.6,0,3,0,0.0,1.82,0.0,0.0,,0,0
INT-World Cup,2018,Nigeria,Kenneth Omeruo,Nigeria,DF,24,1993,2.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Nigeria,Leon Balogun,Nigeria,DF,29,1988,3.0,0,4,2,50.0,1.33,0.67,0.0,0.0,0,0
INT-World Cup,2018,Nigeria,Odion Ighalo,Nigeria,FW,28,1989,1.4,0,5,2,40.0,3.69,1.48,0.0,0.0,0,0
INT-World Cup,2018,Nigeria,Oghenekaro Etebo,Nigeria,MF,22,1995,3.0,0,7,1,14.3,2.34,0.33,0.0,0.0,0,0
INT-World Cup,2018,Nigeria,Shehu Abdullahi,Nigeria,DF,25,1993,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Nigeria,Simeon Nwankwo,Nigeria,FW,26,1992,0.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Nigeria,Tyronne Ebuehi,Nigeria,DF,22,1995,0.5,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Nigeria,Victor Moses,Nigeria,MF,27,1990,3.0,1,7,1,14.3,2.33,0.33,0.0,0.0,1,1
INT-World Cup,2018,Nigeria,Wilfred Ndidi,Nigeria,MF,21,1996,3.0,0,3,1,33.3,1.0,0.33,0.0,0.0,0,0
INT-World Cup,2018,Nigeria,William Troost-Ekong,Nigeria,DF,24,1993,3.0,0,2,0,0.0,0.67,0.0,0.0,,0,0
INT-World Cup,2018,Panama,Abdiel Arroyo,Panama,FW,24,1993,0.4,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Panama,Adolfo Machado,Panama,DF,33,1985,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Panama,Aníbal Godoy,Panama,MF,28,1990,2.7,0,2,0,0.0,0.75,0.0,0.0,,0,0
INT-World Cup,2018,Panama,Armando Cooper,Panama,MF,30,1987,2.0,0,1,0,0.0,0.5,0.0,0.0,,0,0
INT-World Cup,2018,Panama,Blas Pérez,Panama,FW,37,1981,1.8,0,1,0,0.0,0.56,0.0,0.0,,0,0
INT-World Cup,2018,Panama,Erick Davis,Panama,DF,27,1991,2.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Panama,Felipe Baloy,Panama,DF,37,1981,0.2,1,1,1,100.0,4.09,4.09,1.0,1.0,0,0
INT-World Cup,2018,Panama,Fidel Escobar,Panama,DF,23,1995,3.0,0,2,2,100.0,0.67,0.67,0.0,0.0,0,0
INT-World Cup,2018,Panama,Gabriel Gómez,Panama,MF,34,1984,2.8,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Panama,Gabriel Torres,Panama,FW,29,1988,0.8,0,1,0,0.0,1.23,0.0,0.0,,0,0
INT-World Cup,2018,Panama,Harold Cummings,Panama,DF,26,1992,0.5,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Panama,Ismael Díaz,Panama,"FW,MF",21,1997,0.3,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Panama,Jaime Penedo,Panama,GK,36,1981,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Panama,José Luis Rodríguez,Panama,"MF,FW",19,1998,2.7,0,3,1,33.3,1.12,0.37,0.0,0.0,0,0
INT-World Cup,2018,Panama,Luis Ovalle,Panama,DF,29,1988,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Panama,Luis Tejada,Panama,FW,36,1982,0.6,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Panama,Michael Amir Murillo,Panama,DF,22,1996,2.0,0,2,2,100.0,1.0,1.0,0.0,0.0,0,0
INT-World Cup,2018,Panama,Ricardo Ávila,Panama,MF,21,1997,1.2,0,1,0,0.0,0.83,0.0,0.0,,0,0
INT-World Cup,2018,Panama,Román Torres,Panama,DF,32,1986,2.6,0,4,0,0.0,1.53,0.0,0.0,,0,0
INT-World Cup,2018,Panama,Yoel Bárcenas,Panama,"MF,FW",24,1993,2.4,0,6,2,33.3,2.45,0.82,0.0,0.0,0,0
INT-World Cup,2018,Peru,Alberto Rodríguez,Peru,DF,34,1984,1.5,0,2,0,0.0,1.33,0.0,0.0,,0,0
INT-World Cup,2018,Peru,Anderson Santamaría,Peru,DF,26,1992,1.5,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Peru,André Carrillo,Peru,MF,27,1991,2.9,1,3,2,66.7,1.05,0.7,0.33,0.5,0,0
INT-World Cup,2018,Peru,Christian Cueva,Peru,MF,26,1991,3.0,0,3,0,0.0,1.0,0.0,0.0,,0,1
INT-World Cup,2018,Peru,Christian Ramos,Peru,DF,29,1988,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Peru,Edison Flores,Peru,MF,24,1994,2.7,0,4,1,25.0,1.49,0.37,0.0,0.0,0,0
INT-World Cup,2018,Peru,Jefferson Farfán,Peru,FW,33,1984,1.4,0,4,1,25.0,2.79,0.7,0.0,0.0,0,0
INT-World Cup,2018,Peru,Luis Advíncula,Peru,DF,28,1990,3.0,0,3,1,33.3,1.0,0.33,0.0,0.0,0,0
INT-World Cup,2018,Peru,Miguel Trauco,Peru,DF,25,1992,2.9,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Peru,Paolo Guerrero,Peru,FW,34,1984,2.3,1,7,5,71.4,3.01,2.15,0.14,0.2,0,0
INT-World Cup,2018,Peru,Paolo Hurtado,Peru,MF,27,1990,0.3,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Peru,Pedro Aquino,Peru,MF,23,1995,1.5,0,1,0,0.0,0.65,0.0,0.0,,0,0
INT-World Cup,2018,Peru,Pedro Gallese,Peru,GK,28,1990,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Peru,Raúl Ruidíaz,Peru,FW,27,1990,0.2,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Peru,Renato Tapia,Peru,MF,22,1995,1.6,0,1,0,0.0,0.61,0.0,0.0,,0,0
INT-World Cup,2018,Peru,Wilder Cartagena,Peru,MF,23,1994,0.1,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Peru,Yoshimar Yotún,Peru,MF,28,1990,2.0,0,3,1,33.3,1.5,0.5,0.0,0.0,0,0
INT-World Cup,2018,Poland,Arkadiusz Milik,Poland,MF,24,1994,0.8,0,1,0,0.0,1.25,0.0,0.0,,0,0
INT-World Cup,2018,Poland,Artur Jędrzejczyk,Poland,MF,30,1987,1.0,0,1,0,0.0,1.0,0.0,0.0,,0,0
