league,season,team,player,nation,pos,age,born,playing_time_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,90s,standard_gls,standard_sh,standard_sot,standard_sot%,standard_sh/90,standard_sot/90,standard_g/sh,standard_g/sot,standard_pk,standard_pkatt,playing_time_playing_time_mp,playing_time_playing_time_min,playing_time_mn/mp,playing_time_min%,playing_time_playing_time_90s,starts_starts,starts_mn/start,starts_compl,subs_subs,subs_mn/sub,subs_unsub,team_success_ppm,team_success_ong,team_success_onga,team_success_+/-,team_success_+/-90,team_success_on-off,misc_90s,misc_performance_crdy,misc_performance_crdr,performance_2crdy,performance_fls,performance_fld,performance_off,performance_crs,performance_int,performance_tklw,performance_pkwon,performance_pkcon,performance_og
INT-World Cup,2018,Australia,Tomi Juric,Australia,FW,26,1991,3.0,1.0,95.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,3,95.0,32.0,35.2,1.1,1,54.0,0,2,21.0,0,0.33,0.0,3.0,-3.0,-2.84,-2.84,1.1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Australia,Trent Sainsbury,Australia,DF,26,1992,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.33,0.0,0.0,,0.0,0.0,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.33,2.0,5.0,-3.0,-1.0,,3.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0
INT-World Cup,2018,Belgium,Adnan Januzaj,Belgium,FW,23,1995,1.0,1.0,85.0,0.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.06,0.0,1.06,1.06,1.06,0.9,1.0,4.0,1.0,25.0,4.24,1.06,0.25,1.0,0.0,0.0,1,85.0,85.0,13.5,0.9,1,85.0,0,0,,6,3.0,1.0,0.0,1.0,1.06,-0.43,0.9,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
INT-World Cup,2018,Belgium,Axel Witsel,Belgium,MF,29,1989,6.0,6.0,539.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,1.0,16.7,1.0,0.17,0.0,0.0,0.0,0.0,6,539.0,90.0,85.6,6.0,6,90.0,5,0,,1,2.5,15.0,6.0,9.0,1.5,0.51,6.0,1.0,0.0,0.0,10.0,9.0,0.0,1.0,7.0,5.0,0.0,0.0,0.0
INT-World Cup,2018,Belgium,Dedryck Boyata,Belgium,DF,27,1990,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,3,270.0,90.0,42.9,3.0,3,90.0,3,0,,4,3.0,9.0,2.0,7.0,2.33,1.58,3.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Belgium,Dries Mertens,Belgium,FW,31,1987,6.0,3.0,298.0,3.3,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.6,0.3,0.6,3.3,1.0,7.0,4.0,57.1,2.11,1.21,0.14,0.25,0.0,0.0,6,298.0,50.0,47.3,3.3,3,78.0,0,3,21.0,1,2.5,8.0,3.0,5.0,1.51,0.15,3.3,0.0,0.0,0.0,4.0,4.0,2.0,15.0,2.0,1.0,0.0,0.0,0.0
INT-World Cup,2018,Belgium,Eden Hazard,Belgium,FW,27,1991,6.0,6.0,517.0,5.7,3.0,2.0,5.0,2.0,1.0,1.0,1.0,0.0,0.52,0.35,0.87,0.35,0.7,5.7,3.0,17.0,6.0,35.3,2.96,1.04,0.12,0.33,1.0,1.0,6,517.0,86.0,82.1,5.7,6,86.0,5,0,,1,2.5,14.0,5.0,9.0,1.57,0.77,5.7,1.0,0.0,0.0,6.0,27.0,0.0,7.0,3.0,5.0,1.0,0.0,0.0
INT-World Cup,2018,Belgium,Jan Vertonghen,Belgium,DF,31,1987,6.0,6.0,540.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.17,0.0,0.17,0.17,0.17,6.0,1.0,2.0,2.0,100.0,0.33,0.33,0.5,0.5,0.0,0.0,6,540.0,90.0,85.7,6.0,6,90.0,6,0,,1,2.5,15.0,6.0,9.0,1.5,0.5,6.0,2.0,0.0,0.0,5.0,3.0,0.0,4.0,8.0,8.0,0.0,0.0,0.0
INT-World Cup,2018,Belgium,Kevin De Bruyne,Belgium,"MF,FW",26,1991,6.0,6.0,540.0,6.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.17,0.33,0.5,0.17,0.5,6.0,1.0,13.0,4.0,30.8,2.17,0.67,0.08,0.25,0.0,0.0,6,540.0,90.0,85.7,6.0,6,90.0,6,0,,1,2.5,15.0,6.0,9.0,1.5,0.5,6.0,1.0,0.0,0.0,5.0,3.0,0.0,25.0,6.0,5.0,0.0,0.0,0.0
INT-World Cup,2018,Belgium,Koen Casteels,Belgium,GK,25,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,7,,,,,,,,,,,,,,,,,,,
INT-World Cup,2018,Belgium,Leander Dendoncker,Belgium,DF,23,1995,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1,90.0,90.0,14.3,1.0,1,90.0,1,0,,6,3.0,1.0,0.0,1.0,1.0,-0.5,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
INT-World Cup,2018,Belgium,Marouane Fellaini,Belgium,MF,30,1987,5.0,3.0,317.0,3.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,3.5,1.0,5.0,1.0,20.0,1.42,0.28,0.2,1.0,0.0,0.0,5,317.0,63.0,50.3,3.5,3,87.0,2,2,28.0,2,2.4,7.0,3.0,4.0,1.14,-0.59,3.5,0.0,0.0,0.0,11.0,6.0,1.0,2.0,3.0,6.0,0.0,0.0,0.0
INT-World Cup,2018,Belgium,Michy Batshuayi,Belgium,FW,24,1993,3.0,1.0,114.0,1.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.79,0.0,0.79,0.79,0.79,1.3,1.0,8.0,4.0,50.0,6.32,3.16,0.13,0.25,0.0,0.0,3,114.0,38.0,18.1,1.3,1,92.0,1,2,11.0,4,2.0,2.0,1.0,1.0,0.79,-0.78,1.3,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Belgium,Mousa Dembélé,Belgium,MF,30,1987,4.0,2.0,179.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,4,179.0,45.0,28.4,2.0,2,76.0,1,2,14.0,3,2.25,3.0,1.0,2.0,1.01,-0.59,2.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0
INT-World Cup,2018,Belgium,Nacer Chadli,Belgium,MF,28,1989,6.0,4.0,326.0,3.6,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.28,0.28,0.55,0.28,0.55,3.6,1.0,3.0,2.0,66.7,0.83,0.55,0.33,0.5,0.0,0.0,6,326.0,54.0,51.7,3.6,4,75.0,1,2,13.0,1,2.5,7.0,2.0,5.0,1.38,-0.1,3.6,0.0,0.0,0.0,2.0,1.0,1.0,17.0,3.0,3.0,0.0,0.0,0.0
INT-World Cup,2018,Belgium,Romelu Lukaku,Belgium,FW,25,1993,6.0,6.0,473.0,5.3,4.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.76,0.19,0.95,0.76,0.95,5.3,4.0,13.0,5.0,38.5,2.47,0.95,0.31,0.8,0.0,0.0,6,473.0,79.0,75.1,5.3,6,79.0,3,0,,1,2.5,13.0,5.0,8.0,1.52,0.38,5.3,0.0,0.0,0.0,10.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
INT-World Cup,2018,Belgium,Simon Mignolet,Belgium,GK,30,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,7,,,,,,,,,,,,,,,,,,,
INT-World Cup,2018,Belgium,Thibaut Courtois,Belgium,GK,26,1992,7.0,7.0,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,7,630.0,90.0,100.0,7.0,7,90.0,7,0,,0,2.57,16.0,6.0,10.0,1.43,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Belgium,Thomas Meunier,Belgium,MF,26,1991,5.0,5.0,450.0,5.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.2,0.4,0.6,0.2,0.6,5.0,1.0,6.0,3.0,50.0,1.2,0.6,0.17,0.33,0.0,0.0,5,450.0,90.0,71.4,5.0,5,90.0,5,0,,1,3.0,15.0,5.0,10.0,2.0,2.0,5.0,2.0,0.0,0.0,9.0,1.0,0.0,16.0,4.0,6.0,0.0,0.0,0.0
INT-World Cup,2018,Belgium,Thomas Vermaelen,Belgium,DF,32,1985,3.0,1.0,133.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,3,133.0,44.0,21.1,1.5,1,75.0,0,2,29.0,3,3.0,2.0,0.0,2.0,1.35,-0.1,1.5,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
INT-World Cup,2018,Belgium,Thorgan Hazard,Belgium,MF,25,1993,2.0,1.0,98.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,3.0,0.0,0.0,2.76,0.0,0.0,,0.0,0.0,2,98.0,49.0,15.6,1.1,1,91.0,1,1,7.0,5,3.0,1.0,0.0,1.0,0.92,-0.6,1.1,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0
INT-World Cup,2018,Belgium,Toby Alderweireld,Belgium,DF,29,1989,6.0,6.0,540.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.17,0.17,0.0,0.17,6.0,0.0,5.0,1.0,20.0,0.83,0.17,0.0,0.0,0.0,0.0,6,540.0,90.0,85.7,6.0,6,90.0,6,0,,1,2.5,15.0,6.0,9.0,1.5,0.5,6.0,2.0,0.0,0.0,4.0,1.0,0.0,2.0,5.0,7.0,0.0,0.0,0.0
INT-World Cup,2018,Belgium,Vincent Kompany,Belgium,DF,32,1986,5.0,4.0,377.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,4.0,1.0,25.0,0.95,0.24,0.0,0.0,0.0,0.0,5,377.0,75.0,59.8,4.2,4,90.0,4,1,16.0,1,2.4,7.0,4.0,3.0,0.72,-1.77,4.2,0.0,0.0,0.0,7.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0
INT-World Cup,2018,Belgium,Yannick Carrasco,Belgium,MF,24,1993,4.0,3.0,238.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,6.0,4.0,66.7,2.27,1.51,0.0,0.0,0.0,0.0,4,238.0,60.0,37.8,2.6,3,76.0,1,1,10.0,3,2.25,7.0,4.0,3.0,1.13,-0.47,2.6,0.0,0.0,0.0,5.0,5.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0
INT-World Cup,2018,Belgium,Youri Tielemans,Belgium,"MF,FW",21,1997,4.0,2.0,176.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.02,1.02,0.0,1.02,2.0,0.0,4.0,1.0,25.0,2.05,0.51,0.0,0.0,0.0,0.0,4,176.0,44.0,27.9,2.0,2,85.0,1,2,4.0,3,3.0,3.0,1.0,2.0,1.02,-0.56,2.0,1.0,0.0,0.0,4.0,3.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0
INT-World Cup,2018,Brazil,Alisson,Brazil,GK,25,1992,5.0,5.0,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,5,450.0,90.0,100.0,5.0,5,90.0,5,0,,0,2.0,8.0,3.0,5.0,1.0,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Brazil,Casemiro,Brazil,MF,26,1992,4.0,4.0,329.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,4.0,2.0,50.0,1.09,0.55,0.0,0.0,0.0,0.0,4,329.0,82.0,73.1,3.7,4,82.0,3,0,,0,2.5,7.0,1.0,6.0,1.64,2.39,3.7,2.0,0.0,0.0,4.0,2.0,0.0,2.0,5.0,10.0,0.0,0.0,0.0
INT-World Cup,2018,Brazil,Cássio,Brazil,GK,31,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,5,,,,,,,,,,,,,,,,,,,
INT-World Cup,2018,Brazil,Danilo,Brazil,DF,26,1991,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1,90.0,90.0,20.0,1.0,1,90.0,1,0,,2,1.0,1.0,1.0,0.0,0.0,-1.25,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
INT-World Cup,2018,Brazil,Douglas Costa,Brazil,"FW,MF",27,1990,2.0,0.0,78.0,0.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,1.15,0.0,1.15,0.9,0.0,4.0,3.0,75.0,4.62,3.46,0.0,0.0,0.0,0.0,2,78.0,39.0,17.3,0.9,0,,0,2,39.0,1,1.5,3.0,0.0,3.0,3.46,2.98,0.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0
INT-World Cup,2018,Brazil,Ederson Moraes,Brazil,GK,24,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,5,,,,,,,,,,,,,,,,,,,
INT-World Cup,2018,Brazil,Fagner,Brazil,DF,29,1989,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,4,360.0,90.0,80.0,4.0,4,90.0,4,0,,1,2.25,7.0,2.0,5.0,1.25,1.25,4.0,1.0,0.0,0.0,7.0,3.0,0.0,5.0,9.0,5.0,0.0,0.0,0.0
INT-World Cup,2018,Brazil,Fernandinho,Brazil,MF,33,1985,5.0,1.0,158.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,3.0,0.0,0.0,1.71,0.0,0.0,,0.0,0.0,5,158.0,32.0,35.1,1.8,1,94.0,1,4,16.0,0,2.0,4.0,2.0,2.0,1.14,0.21,1.8,1.0,0.0,0.0,4.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,1.0
INT-World Cup,2018,Brazil,Filipe Luís,Brazil,DF,32,1985,2.0,1.0,171.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,1.0,1.0,100.0,0.53,0.53,0.0,0.0,0.0,0.0,2,171.0,86.0,38.0,1.9,1,91.0,1,1,80.0,3,3.0,4.0,0.0,4.0,2.11,1.78,1.9,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0
INT-World Cup,2018,Brazil,Fred,Brazil,"FW,MF",25,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,4,,,,,,,,,,,,,,,,,,,
INT-World Cup,2018,Brazil,Gabriel Jesus,Brazil,FW,21,1997,5.0,5.0,404.0,4.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,4.5,0.0,9.0,1.0,11.1,2.0,0.22,0.0,0.0,0.0,0.0,5,404.0,81.0,89.8,4.5,5,81.0,2,0,,0,2.0,5.0,3.0,2.0,0.45,-5.42,4.5,0.0,0.0,0.0,6.0,3.0,3.0,2.0,6.0,6.0,0.0,0.0,0.0
INT-World Cup,2018,Brazil,Marcelo,Brazil,DF,30,1988,4.0,4.0,279.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,5.0,2.0,40.0,1.61,0.65,0.0,0.0,0.0,0.0,4,279.0,70.0,62.0,3.1,4,70.0,3,0,,1,1.75,4.0,3.0,1.0,0.32,-1.78,3.1,0.0,0.0,0.0,1.0,3.0,0.0,19.0,7.0,4.0,0.0,0.0,0.0
INT-World Cup,2018,Brazil,Marquinhos,Brazil,"DF,MF",24,1994,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1,1.0,1.0,0.2,0.0,0,,0,1,0.0,4,3.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Brazil,Miranda,Brazil,DF,33,1984,5.0,5.0,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,,0.0,0.0,5,450.0,90.0,100.0,5.0,5,90.0,5,0,,0,2.0,8.0,3.0,5.0,1.0,,5.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0
INT-World Cup,2018,Brazil,Neymar,Brazil,MF,26,1992,5.0,5.0,450.0,5.0,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,0.4,0.4,0.8,0.4,0.8,5.0,2.0,26.0,13.0,50.0,5.2,2.6,0.08,0.15,0.0,0.0,5,450.0,90.0,100.0,5.0,5,90.0,5,0,,0,2.0,8.0,3.0,5.0,1.0,,5.0,1.0,0.0,0.0,4.0,26.0,6.0,33.0,0.0,3.0,0.0,0.0,0.0
INT-World Cup,2018,Brazil,Paulinho,Brazil,MF,29,1988,5.0,5.0,349.0,3.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.26,0.0,0.26,0.26,0.26,3.9,1.0,6.0,3.0,50.0,1.55,0.77,0.17,0.33,0.0,0.0,5,349.0,70.0,77.6,3.9,5,70.0,0,0,,0,2.0,3.0,3.0,0.0,0.0,-4.46,3.9,0.0,0.0,0.0,3.0,6.0,0.0,4.0,1.0,6.0,0.0,0.0,0.0
INT-World Cup,2018,Brazil,Pedro Geromel,Brazil,DF,32,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,5,,,,,,,,,,,,,,,,,,,
INT-World Cup,2018,Brazil,Philippe Coutinho,Brazil,MF,26,1992,5.0,5.0,434.0,4.8,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,0.41,0.41,0.83,0.41,0.83,4.8,2.0,23.0,8.0,34.8,4.77,1.66,0.09,0.25,0.0,0.0,5,434.0,87.0,96.4,4.8,5,87.0,3,0,,0,2.0,7.0,3.0,4.0,0.83,-4.8,4.8,1.0,0.0,0.0,3.0,7.0,0.0,3.0,1.0,5.0,0.0,0.0,0.0
INT-World Cup,2018,Brazil,Renato Augusto,Brazil,MF,30,1988,3.0,0.0,53.0,0.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.7,0.0,1.7,1.7,1.7,0.6,1.0,3.0,2.0,66.7,5.09,3.4,0.33,0.5,0.0,0.0,3,53.0,18.0,11.8,0.6,0,,0,3,17.0,2,1.33,1.0,0.0,1.0,1.7,0.79,0.6,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Brazil,Roberto Firmino,Brazil,"FW,MF",26,1991,4.0,0.0,85.0,0.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.06,0.0,1.06,1.06,1.06,0.9,1.0,7.0,2.0,28.6,7.41,2.12,0.14,0.5,0.0,0.0,4,85.0,21.0,18.9,0.9,0,,0,4,21.0,1,1.75,4.0,0.0,4.0,4.24,3.99,0.9,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
INT-World Cup,2018,Brazil,Taison,Brazil,"FW,MF",30,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,5,,,,,,,,,,,,,,,,,,,
INT-World Cup,2018,Brazil,Thiago Silva,Brazil,DF,33,1984,5.0,5.0,450.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,5.0,1.0,7.0,1.0,14.3,1.4,0.2,0.14,1.0,0.0,0.0,5,450.0,90.0,100.0,5.0,5,90.0,5,0,,0,2.0,8.0,3.0,5.0,1.0,,5.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0
INT-World Cup,2018,Brazil,Willian,Brazil,MF,29,1988,5.0,5.0,359.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,4.0,0.0,5.0,2.0,40.0,1.25,0.5,0.0,0.0,0.0,0.0,5,359.0,72.0,79.8,4.0,5,72.0,2,0,,0,2.0,5.0,3.0,2.0,0.5,-2.47,4.0,0.0,0.0,0.0,5.0,10.0,0.0,22.0,5.0,3.0,0.0,0.0,0.0
INT-World Cup,2018,Colombia,Abel Aguilar,Colombia,MF,33,1985,1.0,1.0,31.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1,31.0,31.0,7.9,0.3,1,31.0,0,0,,2,3.0,0.0,0.0,0.0,0.0,-0.75,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Colombia,Camilo Vargas,Colombia,GK,29,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,4,,,,,,,,,,,,,,,,,,,
INT-World Cup,2018,Colombia,Carlos Bacca,Colombia,FW,31,1986,3.0,0.0,94.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.91,0.0,0.0,,0.0,0.0,3,94.0,31.0,24.1,1.0,0,,0,3,30.0,1,1.0,1.0,1.0,0.0,0.0,-0.91,1.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
INT-World Cup,2018,Colombia,Carlos Sánchez,Colombia,MF,32,1986,3.0,3.0,170.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,3,170.0,57.0,43.6,1.9,3,57.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,-1.23,1.9,1.0,1.0,0.0,6.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0
INT-World Cup,2018,Colombia,Cristián Zapata,Colombia,DF,31,1986,1.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1,5.0,5.0,1.3,0.1,0,,0,1,4.0,3,0.0,0.0,0.0,0.0,0.0,-0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Colombia,David Ospina,Colombia,GK,29,1988,4.0,4.0,390.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,4,390.0,98.0,100.0,4.3,4,98.0,4,0,,0,1.5,6.0,3.0,3.0,0.69,,4.3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Colombia,Davinson Sánchez,Colombia,DF,22,1996,4.0,4.0,390.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,2.0,0.0,0.0,0.46,0.0,0.0,,0.0,0.0,4,390.0,98.0,100.0,4.3,4,98.0,4,0,,0,1.5,6.0,3.0,3.0,0.69,,4.3,0.0,0.0,0.0,3.0,2.0,0.0,0.0,5.0,4.0,0.0,1.0,0.0
INT-World Cup,2018,Colombia,Farid Díaz,Colombia,DF,34,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,4,,,,,,,,,,,,,,,,,,,
INT-World Cup,2018,Colombia,James Rodríguez,Colombia,MF,26,1991,3.0,2.0,152.0,1.7,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.18,1.18,0.0,1.18,1.7,0.0,3.0,0.0,0.0,1.78,0.0,0.0,,0.0,0.0,3,152.0,51.0,39.0,1.7,2,61.0,1,1,31.0,0,2.0,3.0,1.0,2.0,1.18,0.81,1.7,1.0,0.0,0.0,4.0,2.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0
INT-World Cup,2018,Colombia,Jefferson Lerma,Colombia,MF,23,1994,4.0,2.0,176.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.51,0.0,0.0,,0.0,0.0,4,176.0,44.0,45.1,2.0,2,76.0,1,2,12.0,0,1.5,2.0,3.0,-1.0,-0.51,-2.19,2.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
